EpochTime,CurrentPlaybackTime,CurrentBufferSize,CurrentPlaybackState,Action,Bitrate
224.54041957855225,224,34,PLAY,Writing,1008699
226.89322328567505,226,35,PLAY,Writing,1008699
228.0059552192688,228,34,PLAY,StillPlaying,782553
230.231835603714,230,35,PLAY,Writing,1207152
232.00593161582947,232,34,PLAY,StillPlaying,782553
233.25221157073975,233,35,PLAY,Writing,1207152
235.67669343948364,235,36,PLAY,Writing,1207152
236.0059597492218,236,35,PLAY,StillPlaying,782553
238.46450972557068,238,36,PLAY,Writing,1207152
240.00595378875732,240,35,PLAY,StillPlaying,782553
240.88716793060303,240,36,PLAY,Writing,1207152
242.3229603767395,242,37,PLAY,Writing,1207152
244.0059313774109,244,36,PLAY,StillPlaying,577751
244.4785304069519,244,37,PLAY,Writing,1207152
246.71213698387146,246,38,PLAY,Writing,1207152
248.00594449043274,248,37,PLAY,StillPlaying,577751
249.27926445007324,249,38,PLAY,Writing,1473801
251.43799757957458,251,39,PLAY,Writing,1473801
252.00594997406006,252,38,PLAY,StillPlaying,577751
254.10010957717896,254,39,PLAY,Writing,1473801
256.0059537887573,256,38,PLAY,StillPlaying,509091
257.49938106536865,257,39,PLAY,Writing,1473801
260.0059518814087,260,38,PLAY,StillPlaying,509091
261.2032115459442,261,39,PLAY,Writing,1473801
264.0061264038086,264,38,PLAY,StillPlaying,509091
264.0063011646271,264,39,PLAY,Writing,1473801
268.00594830513,268,38,PLAY,StillPlaying,509091
268.37646484375,268,39,PLAY,Writing,1473801
272.0060079097748,272,38,PLAY,StillPlaying,509091
272.2522358894348,272,39,PLAY,Writing,1473801
275.8853726387024,275,40,PLAY,Writing,1473801
276.0061311721802,276,39,PLAY,StillPlaying,378355
280.00596952438354,280,38,PLAY,StillPlaying,323047
281.2158441543579,281,39,PLAY,Writing,2087347
284.00595784187317,284,38,PLAY,StillPlaying,378355
284.4267346858978,284,39,PLAY,Writing,1473801
287.43871784210205,287,40,PLAY,Writing,1473801
288.00592827796936,288,39,PLAY,StillPlaying,378355
291.61324977874756,291,40,PLAY,Writing,2087347
292.0059790611267,292,39,PLAY,StillPlaying,378355
295.0238881111145,295,40,PLAY,Writing,2087347
296.00597405433655,296,39,PLAY,StillPlaying,509091
298.37333393096924,298,40,PLAY,Writing,2087347
300.00598883628845,300,39,PLAY,StillPlaying,509091
303.531982421875,303,40,PLAY,Writing,2087347
304.0059609413147,304,39,PLAY,StillPlaying,509091
307.12947487831116,307,40,PLAY,Writing,2087347
308.0059676170349,308,39,PLAY,StillPlaying,509091
312.00598549842834,312,38,PLAY,StillPlaying,577751
312.45921897888184,312,39,PLAY,Writing,2087347
316.0059552192688,316,38,PLAY,StillPlaying,577751
316.6640019416809,316,39,PLAY,Writing,1473801
319.2198224067688,319,40,PLAY,Writing,1473801
320.0059826374054,320,39,PLAY,StillPlaying,577751
323.6735134124756,323,40,PLAY,Writing,2087347
324.00596356391907,324,39,PLAY,StillPlaying,782553
327.0253963470459,327,40,PLAY,Writing,2087347
328.0059313774109,328,39,PLAY,StillPlaying,782553
331.14849948883057,331,40,PLAY,Writing,2087347
332.00592827796936,332,39,PLAY,StillPlaying,782553
335.05551958084106,335,40,PLAY,Writing,2087347
336.00593090057373,336,39,PLAY,StillPlaying,782553
339.1422748565674,339,40,PLAY,Writing,2087347
340.00593543052673,340,39,PLAY,StillPlaying,782553
344.0059504508972,344,38,PLAY,StillPlaying,1008699
344.3518636226654,344,39,PLAY,Writing,2087347
348.0059254169464,348,38,PLAY,StillPlaying,1008699
348.1221454143524,348,39,PLAY,Writing,1473801
352.00593614578247,352,38,PLAY,StillPlaying,1008699
352.52065682411194,352,39,PLAY,Writing,1473801
356.00597310066223,356,38,PLAY,StillPlaying,1008699
356.73839354515076,356,39,PLAY,Writing,1473801
360.0059885978699,360,38,PLAY,StillPlaying,1008699
360.9923167228699,360,39,PLAY,Writing,1473801
364.0059986114502,364,38,PLAY,StillPlaying,1008699
365.2511374950409,365,39,PLAY,Writing,1473801
368.0059652328491,368,38,PLAY,StillPlaying,1207152
369.64785146713257,369,39,PLAY,Writing,1473801
372.00598788261414,372,38,PLAY,StillPlaying,1207152
373.70028495788574,373,39,PLAY,Writing,1473801
376.00592398643494,376,38,PLAY,StillPlaying,1207152
377.90191411972046,377,39,PLAY,Writing,1473801
380.0059640407562,380,38,PLAY,StillPlaying,1207152
382.0092463493347,382,39,PLAY,Writing,1473801
384.0059244632721,384,38,PLAY,StillPlaying,1207152
386.26056241989136,386,39,PLAY,Writing,1473801
388.0059678554535,388,38,PLAY,StillPlaying,1207152
390.56724762916565,390,39,PLAY,Writing,1473801
392.00598430633545,392,38,PLAY,StillPlaying,1207152
394.90164279937744,394,39,PLAY,Writing,1473801
396.005966424942,396,38,PLAY,StillPlaying,1207152
399.1641640663147,399,39,PLAY,Writing,1473801
400.0059423446655,400,38,PLAY,StillPlaying,1473801
403.5646848678589,403,39,PLAY,Writing,1473801
404.00602626800537,404,38,PLAY,StillPlaying,1473801
407.8953595161438,407,39,PLAY,Writing,1473801
408.0059058666229,408,38,PLAY,StillPlaying,1473801
412.0059542655945,412,37,PLAY,StillPlaying,1473801
412.30726051330566,412,38,PLAY,Writing,1473801
416.0059530735016,416,37,PLAY,StillPlaying,1473801
416.5825960636139,416,38,PLAY,Writing,1473801
420.005921125412,420,37,PLAY,StillPlaying,1473801
420.12664890289307,420,38,PLAY,Writing,1473801
423.0175666809082,423,39,PLAY,Writing,1473801
424.00592255592346,424,38,PLAY,StillPlaying,1473801
425.5446536540985,425,39,PLAY,Writing,1473801
426.9052219390869,426,40,PLAY,Writing,1473801
428.0059413909912,428,39,PLAY,StillPlaying,1473801
429.1267580986023,429,40,PLAY,Writing,2087347
432.00596380233765,432,39,PLAY,StillPlaying,1473801
432.7058548927307,432,40,PLAY,Writing,2087347
436.0059413909912,436,39,PLAY,StillPlaying,2087347
436.73372173309326,436,40,PLAY,Writing,2087347
440.00597286224365,440,39,PLAY,StillPlaying,1473801
444.0059576034546,444,38,PLAY,StillPlaying,1473801
448.00595450401306,448,37,PLAY,StillPlaying,2087347
452.0059566497803,452,36,PLAY,StillPlaying,2087347
456.0059497356415,456,35,PLAY,StillPlaying,2087347
460.0059530735016,460,34,PLAY,StillPlaying,2087347
464.00596952438354,464,33,PLAY,StillPlaying,2087347
468.00595474243164,468,32,PLAY,StillPlaying,2087347
472.0059494972229,472,31,PLAY,StillPlaying,1473801
476.00595140457153,476,30,PLAY,StillPlaying,1473801
480.00593996047974,480,29,PLAY,StillPlaying,2087347
484.00595235824585,484,28,PLAY,StillPlaying,2087347
488.0059506893158,488,27,PLAY,StillPlaying,2087347
492.00595235824585,492,26,PLAY,StillPlaying,2087347
496.00594830513,496,25,PLAY,StillPlaying,2087347
500.00596594810486,500,24,PLAY,StillPlaying,2087347
504.0059485435486,504,23,PLAY,StillPlaying,1473801
508.0059552192688,508,22,PLAY,StillPlaying,1473801
512.0059907436371,512,21,PLAY,StillPlaying,1473801
516.0060021877289,516,20,PLAY,StillPlaying,1473801
520.0059509277344,520,19,PLAY,StillPlaying,1473801
524.0059621334076,524,18,PLAY,StillPlaying,1473801
528.0059688091278,528,17,PLAY,StillPlaying,1473801
532.0059545040131,532,16,PLAY,StillPlaying,1473801
536.0059823989868,536,15,PLAY,StillPlaying,1473801
540.0059473514557,540,14,PLAY,StillPlaying,1473801
544.0059535503387,544,13,PLAY,StillPlaying,1473801
548.0059525966644,548,12,PLAY,StillPlaying,1473801
552.0059547424316,552,11,PLAY,StillPlaying,1473801
556.0059504508972,556,10,PLAY,StillPlaying,1473801
560.00594830513,560,9,PLAY,StillPlaying,1473801
564.0059499740601,564,8,PLAY,StillPlaying,1473801
568.0059571266174,568,7,PLAY,StillPlaying,1473801
572.0059700012207,572,6,PLAY,StillPlaying,1473801
576.0059614181519,576,5,PLAY,StillPlaying,1473801
580.006005525589,580,4,PLAY,StillPlaying,1473801
584.0059535503387,584,3,PLAY,StillPlaying,1473801
588.0059969425201,588,2,PLAY,StillPlaying,2087347
592.005951166153,592,1,PLAY,StillPlaying,2087347
596.0060517787933,596,0,PLAY,StillPlaying,2087347
597.0059719085693,597,0,END,TheEnd,0
